asset,time,AdrActCnt,BlkSizeMeanByte,CapMrktCurUSD,CapRealUSD,FlowInExNtv,FlowInExNtv-status,FlowInExNtv-status-time,FlowOutExNtv,FlowOutExNtv-status,FlowOutExNtv-status-time,TxTfrValAdjNtv,NVT,MVRV,ExchNetFlow
eth,2025-02-02 00:00:00+00:00,489399.0,76523.58694436679,342794289617.6172,305934802439.9516,457524.9306472741,flash,2025-02-03T03:33:38.681296000Z,342681.69098210486,flash,2025-02-03T03:33:54.370159000Z,2441300.0118243,140414.651192935,1.1204815107130557,114843.2396651692
eth,2025-02-03 00:00:00+00:00,500641.0,81512.17437473801,346807752144.3735,303772586602.1681,1415545.8761906524,flash,2025-02-04T03:02:14.597735000Z,1418927.1070477664,flash,2025-02-04T03:02:33.141226000Z,7896999.305196449,43916.39643632287,1.1416690229476365,-3381.2308571140748
eth,2025-02-04 00:00:00+00:00,567675.0,93609.6377743604,328257641598.03656,299554885564.2428,854932.9179069836,flash,2025-02-05T02:43:52.966632000Z,1002247.8083631088,flash,2025-02-05T02:44:13.919753000Z,4385344.12441413,74853.33699824318,1.0958180200590926,-147314.89045612514
eth,2025-02-05 00:00:00+00:00,605351.0,87082.5268667132,335163720818.1751,298212850027.24976,757878.3415332016,flash,2025-02-06T14:05:51.573424000Z,1113848.4279316168,flash,2025-02-06T14:21:30.798268000Z,3604005.2934904713,92997.56618658286,1.1239077081606272,-355970.08639841515
eth,2025-02-06 00:00:00+00:00,659801.0,86047.3484510187,323632444232.1868,294726210914.13727,537435.2103979472,flash,2025-02-07T01:36:53.167363000Z,518586.4690858355,flash,2025-02-07T01:37:11.214856000Z,2769652.004119064,116849.49724762398,1.0980782578800594,18848.741312111728
eth,2025-02-07 00:00:00+00:00,662264.0,86797.53940577486,314939139743.604,291660440688.39984,418031.07657570107,flash,2025-02-08T02:36:47.468093000Z,616190.5782840136,flash,2025-02-08T02:37:07.062583000Z,2661702.2883596737,118322.45143302312,1.0798143862097305,-198159.50170831248
eth,2025-02-08 00:00:00+00:00,700649.0,76432.14040234702,317863202550.45166,289750866664.2394,647831.4380746407,flash,2025-02-09T03:40:02.942635000Z,621436.0546703151,flash,2025-02-09T03:40:21.038420000Z,2489535.2878568587,127679.733683987,1.097022439345414,26395.383404325577
eth,2025-02-09 00:00:00+00:00,646027.0,83823.32840195394,316216455634.73627,287624126346.01263,526647.9772052983,flash,2025-02-10T03:04:47.643675000Z,479297.54398456967,flash,2025-02-10T03:05:05.363817000Z,2090705.8344102,151248.65986894935,1.0994086610603973,47350.43322072859
eth,2025-02-10 00:00:00+00:00,711876.0,87602.19352136273,320507650890.22095,286153710493.42206,318977.1889267,flash,2025-02-11T03:31:27.117383000Z,422823.035799624,flash,2025-02-11T03:31:49.116816000Z,2207186.9553676527,145210.92112780892,1.120054149700039,-103845.846872924
eth,2025-02-11 00:00:00+00:00,612087.0,91790.80337941628,313881271560.9803,284148207203.2049,329766.77466516866,flash,2025-02-12T03:20:24.592748000Z,444565.42072003504,flash,2025-02-12T03:20:40.650598000Z,2361342.5405392824,132924.92138361942,1.104639281910064,-114798.64605486636
