asset,time,AdrActCnt,BlkSizeMeanByte,CapMrktCurUSD,CapRealUSD,DiffMean,FlowInExNtv,FlowInExNtv-status,FlowInExNtv-status-time,FlowOutExNtv,FlowOutExNtv-status,FlowOutExNtv-status-time,TxTfrValAdjNtv,NVT,MVRV,ExchNetFlow
btc,2025-04-11 00:00:00+00:00,762968,1434485.9189189188,1654675324685.486,870639975980.6185,121507793131898.1,32020.90576792,flash,2025-04-12T01:40:28.653854000Z,34178.69047724,flash,2025-04-12T01:45:28.584731000Z,160138.54590433,10332773.507722637,1.900527623742286,-2157.78470932
btc,2025-04-12 00:00:00+00:00,651244,1437856.7361111112,1692613865286.0972,871007240373.1257,121507793131898.1,19985.43605464,flash,2025-04-13T02:21:36.042818000Z,18186.77792442,flash,2025-04-13T02:26:57.206623000Z,65551.93696111,25820958.82674336,1.9432833469455528,1798.6581302199993
btc,2025-04-13 00:00:00+00:00,599557,1318332.7093023255,1658907541993.389,871310720162.6833,121507793131898.1,17297.98808899,flash,2025-04-14T01:16:47.759766000Z,17386.13494571,flash,2025-04-14T01:22:03.791305000Z,51532.5065894,32191477.802762628,1.9039218772421995,-88.14685671999905
btc,2025-04-14 00:00:00+00:00,731158,1503944.033557047,1679196255170.0215,871765252596.7766,121507793131898.1,23960.56249808,flash,2025-04-15T02:20:45.643132000Z,31876.75925247,flash,2025-04-15T02:25:58.705316000Z,118780.60999701,14136955.983070731,1.9262023235820704,-7916.196754390003
btc,2025-04-15 00:00:00+00:00,764894,1511157.4930555555,1661016663554.037,870947716659.9094,121507793131898.1,24717.08140578,flash,2025-04-16T02:13:32.629076000Z,28828.33255247,flash,2025-04-16T02:18:37.632992000Z,103536.32220097,16042840.118754726,1.907137055165662,-4111.25114669
btc,2025-04-16 00:00:00+00:00,715957,1623463.027027027,1670588196755.446,871336585478.316,121507793131898.1,23548.78184644,flash,2025-04-17T01:58:26.397649000Z,29223.75678718,flash,2025-04-17T02:03:33.902901000Z,129809.87661006,12869499.920824813,1.9172708051026968,-5674.974940739998
btc,2025-04-17 00:00:00+00:00,734302,1689453.5620915033,1686293103287.5042,869376779608.807,121507793131898.1,30242.6194716,flash,2025-04-18T02:37:13.194892000Z,33191.19117386,flash,2025-04-18T02:42:23.862742000Z,126863.67696347,13292166.391906384,1.9396573992306128,-2948.571702260004
btc,2025-04-18 00:00:00+00:00,669757,1658515.9926470588,1676287312525.932,869534135511.6049,121507793131898.1,16445.3838731,flash,2025-04-19T02:19:38.969759000Z,19146.13115887,flash,2025-04-19T02:24:11.043934000Z,71609.94607131,23408582.249966588,1.927799316975245,-2700.7472857700013
btc,2025-04-19 00:00:00+00:00,618431,1650471.7050359712,1690021871643.1616,869595589385.5184,122700261514161.9,13473.52801027,flash,2025-04-20T01:40:54.707234000Z,15567.17478114,flash,2025-04-20T01:45:39.565897000Z,54214.47454439,31172890.37375797,1.943457271715672,-2093.64677087
btc,2025-04-20 00:00:00+00:00,563502,1669585.5609756096,1689598441895.586,869744429089.4131,123234387977050.9,13485.90034663,flash,2025-04-21T01:55:48.853855000Z,15627.59035586,flash,2025-04-21T02:00:26.063392000Z,55189.95562704,30614238.09276949,1.942637843239222,-2141.69000923
btc,2025-04-21 00:00:00+00:00,680575,1645899.7063492064,1734482195997.8015,870374634276.7832,123234387977050.9,24946.53462672,flash,2025-04-22T02:09:14.309860000Z,30647.76189859,flash,2025-04-22T02:13:39.948596000Z,112759.31639402,15382163.101600597,1.992799568933931,-5701.227271870001
btc,2025-04-22 00:00:00+00:00,792265,1693162.393548387,1856331181814.378,872227904488.3848,123234387977050.9,36094.42630671,flash,2025-04-23T02:05:28.012519000Z,46221.77389429,flash,2025-04-23T02:05:28.167791000Z,164594.68371143,11278196.476071652,2.1282639230663345,-10127.347587580009
btc,2025-04-23 00:00:00+00:00,716670,1583082.2631578948,1860338085945.4592,874996216215.518,123234387977050.9,30095.01624195,flash,2025-04-24T02:39:13.518957000Z,34879.25190135,flash,2025-04-24T02:39:13.649982000Z,175315.96495186,10611344.41724283,2.1261098636422497,-4784.2356593999975
btc,2025-04-24 00:00:00+00:00,771761,1639270.163120567,1863439928975.8303,876420444138.6301,123234387977050.9,35064.17820964,flash,2025-04-25T01:49:34.792177000Z,49874.44047753,flash,2025-04-25T01:49:34.931577000Z,157348.71467048,11842740.074987266,2.126194044694233,-14810.26226789
btc,2025-04-25 00:00:00+00:00,818112,1728386.7083333333,1881780070424.8152,879464197559.4794,123234387977050.9,28061.96792732,flash,2025-04-26T01:26:32.823129000Z,65334.38521029,flash,2025-04-26T01:26:32.959401000Z,184365.11438625,10206812.046244465,2.139689228562994,-37272.41728297
btc,2025-04-26 00:00:00+00:00,636351,1901759.8571428568,1880292468574.824,879938432104.8451,123234387977050.9,19684.5581511,flash,2025-04-27T02:06:56.009888000Z,18959.8587891,flash,2025-04-27T02:06:56.155622000Z,74020.10499112,25402456.11378689,2.1368454882429617,724.6993619999994
btc,2025-04-27 00:00:00+00:00,614897,1582407.5037037036,1862825953569.6736,880226453681.9299,123234387977050.9,14826.60260665,flash,2025-04-28T02:03:10.441516000Z,13205.98985518,flash,2025-04-28T02:03:10.582623000Z,61914.96522308,30086844.86630817,2.116303078347161,1620.61275147
btc,2025-04-28 00:00:00+00:00,801464,1686225.0567375885,1887751317170.654,881525389906.488,123234387977050.9,23792.1233271,flash,2025-04-29T01:39:42.645088000Z,24583.95658214,flash,2025-04-29T01:39:42.797424000Z,138402.77678115,13639547.99950054,2.141459949747909,-791.833255040001
btc,2025-04-29 00:00:00+00:00,738376,1601207.821917808,1868668111983.048,882908355149.3322,123234387977050.9,28252.90588185,flash,2025-04-30T02:01:38.406613000Z,37137.09700293,flash,2025-04-30T02:01:38.554663000Z,147017.32801133,12710529.685582625,2.116491594042043,-8884.191121079999
btc,2025-04-30 00:00:00+00:00,797218,1575958.0833333333,1871365778928.6248,883693262230.9495,123234387977050.9,23112.88240522,flash,2025-05-01T02:29:49.088888000Z,22998.78319593,flash,2025-05-01T02:29:49.237897000Z,117285.79732567,15955604.35789479,2.1176644192173915,114.09920929000144
btc,2025-05-01 00:00:00+00:00,783416,1677793.8888888888,1914598090283.48,884951723667.3059,123234387977050.9,28283.43273094,flash,2025-05-02T01:13:26.728746000Z,32026.01353656,flash,2025-05-02T01:13:27.182255000Z,115906.04128824,16518535.781255588,2.163505690851974,-3742.58080562
btc,2025-05-02 00:00:00+00:00,931165,1648933.3836477988,1923192534185.832,886253329301.1536,123234387977050.9,28116.59338999,flash,2025-05-03T02:12:51.357135000Z,33948.20349461,flash,2025-05-03T02:12:51.683546000Z,134876.23246298,14258943.173799714,2.1700257371132774,-5831.610104620002
btc,2025-05-03 00:00:00+00:00,686500,1682306.1402439023,1905398528848.164,886715384873.797,122531292359995.0,14834.89321728,flash,2025-05-04T02:29:09.772014000Z,13652.34804083,flash,2025-05-04T02:29:10.081694000Z,73006.27527518,26099106.161302045,2.148827641148182,1182.5451764499994
btc,2025-05-04 00:00:00+00:00,613491,1895193.1798561155,1874342989258.676,886794454484.4985,119116256505723.5,12194.54851346,flash,2025-05-05T01:26:51.383483000Z,12410.12105395,flash,2025-05-05T01:26:51.705438000Z,62849.2723517,29822827.204267185,2.113616046852986,-215.5725404900004
btc,2025-05-05 00:00:00+00:00,758965,1491334.0171428572,1883847029957.3728,888677715586.4382,119116256505723.5,25558.36985179,flash,2025-05-06T02:15:23.006922000Z,32080.0274888,flash,2025-05-06T02:15:22.902375000Z,137761.91078029,13674658.106055396,2.1198315170018893,-6521.657637009997
btc,2025-05-06 00:00:00+00:00,787857,1627940.7246376812,1920118226994.4229,890343846332.6854,119116256505723.5,26139.64608123,flash,2025-05-07T01:52:25.971440000Z,35418.28914821,flash,2025-05-07T01:52:25.839962000Z,124605.79764073,15409541.63730494,2.1566030190508583,-9278.643066980005
btc,2025-05-07 00:00:00+00:00,846613,1613423.0,1929289214331.7031,891465296476.1847,119116256505723.5,35103.63196673,flash,2025-05-08T02:35:23.518475000Z,34902.23399785,flash,2025-05-08T02:35:23.390242000Z,122990.68364109,15686466.301478026,2.164177587122982,201.39796887999543
btc,2025-05-08 00:00:00+00:00,852697,1673837.4528301887,2047161802262.9504,893631445399.2545,119116256505723.5,39067.63476302,flash,2025-05-09T01:45:53.181730000Z,40406.26023242,flash,2025-05-09T01:45:53.080369000Z,144201.22790413,14196562.900448913,2.2908345636251917,-1338.6254693999945
btc,2025-05-09 00:00:00+00:00,863281,1537385.75,2044649883878.203,895555914419.0995,119116256505723.5,34356.46636913,flash,2025-05-10T02:08:54.984654000Z,36859.08163143,flash,2025-05-10T02:08:54.886934000Z,151626.32781516,13484794.582447002,2.2831068959043845,-2502.6152623000016
btc,2025-05-10 00:00:00+00:00,664831,1928708.96,2077313318157.566,896168929048.7736,119116256505723.5,14784.06267068,flash,2025-05-11T01:23:45.109491000Z,17284.66473992,flash,2025-05-11T01:23:44.967999000Z,61422.52844769,33820055.45288962,2.3179930154044754,-2500.6020692400016
btc,2025-05-11 00:00:00+00:00,615305,1495974.087248322,2065311256125.5452,896733873102.8074,119116256505723.5,17286.75006516,flash,2025-05-12T01:55:57.223516000Z,16814.29449167,flash,2025-05-12T01:55:57.102919000Z,62804.66517531,32884679.0339624,2.3031484792464894,472.45557348999864
btc,2025-05-12 00:00:00+00:00,758453,1686597.2206896553,2044380972696.56,898018144404.3708,119116256505723.5,33220.60424889,flash,2025-05-13T02:09:55.864660000Z,33912.02163008,flash,2025-05-13T02:09:55.773196000Z,138672.07656622,14742556.852967497,2.276547512358493,-691.4173811900037
btc,2025-05-13 00:00:00+00:00,808191,1562511.6153846153,2068769059377.2952,900631346726.329,119116256505723.5,22147.14367042,flash,2025-05-14T01:36:26.522248000Z,33464.79156794,flash,2025-05-14T01:36:26.406945000Z,139799.39627465,14798125.846788278,2.2970209363653464,-11317.647897520004
btc,2025-05-14 00:00:00+00:00,790244,1763399.3472222222,2057433647794.164,901696936162.5405,119116256505723.5,25517.58755198,flash,2025-05-15T02:11:17.274917000Z,26133.72332383,flash,2025-05-15T02:11:17.124542000Z,121506.42768065,16932714.483233977,2.2817352097814934,-616.1357718500003
btc,2025-05-15 00:00:00+00:00,754318,1690458.7739726028,2060332819995.956,903920409118.8938,119116256505723.5,29189.59970862,flash,2025-05-16T02:12:00.768822000Z,39692.715922,flash,2025-05-16T02:12:00.625270000Z,149005.21541087,13827253.05496692,2.2793299047250053,-10503.116213380003
btc,2025-05-16 00:00:00+00:00,829195,1581752.419117647,2057396779611.088,905175439917.4196,119116256505723.5,24171.58544855,flash,2025-05-17T02:00:26.366508000Z,26740.11049192,flash,2025-05-17T02:00:26.271040000Z,116740.89171583,17623617.1351097,2.272925986368772,-2568.525043370002
btc,2025-05-17 00:00:00+00:00,740377,1498572.7342657342,2049968934871.8545,905474749524.2986,120129578696903.8,15033.07694348,flash,2025-05-18T02:23:34.535031000Z,16227.09685518,flash,2025-05-18T02:23:34.432873000Z,62247.45205273,32932575.82873143,2.2639713983728744,-1194.0199116999993
btc,2025-05-18 00:00:00+00:00,601421,1555265.62345679,2106156816753.277,906236211889.125,121658450774825.0,16918.43214504,flash,2025-05-19T01:42:19.260963000Z,16287.94253286,flash,2025-05-19T01:42:19.159298000Z,71691.34343831,29378118.97144337,2.324070467635383,630.4896121799993
btc,2025-05-19 00:00:00+00:00,718046,1540785.4964539008,2098259532017.2595,908548686152.9224,121658450774825.0,24937.10428669,flash,2025-05-20T02:27:40.877723000Z,35092.14754475,flash,2025-05-20T02:27:40.752110000Z,143445.54621742,14627568.351525769,2.309462953385517,-10155.043258059999
btc,2025-05-20 00:00:00+00:00,739140,1542274.7094594594,2123688965537.7637,910353174912.1475,121658450774825.0,26734.18516174,flash,2025-05-21T01:50:39.046104000Z,29229.51202985,flash,2025-05-21T01:50:38.950783000Z,124888.75496939,17004645.18249282,2.332818760963521,-2495.3268681100017
btc,2025-05-21 00:00:00+00:00,796779,1704902.5208333333,2179595937622.9265,913060314224.206,121658450774825.0,32421.27549414,flash,2025-05-22T01:41:50.414549000Z,39978.80069289,flash,2025-05-22T01:41:50.281982000Z,152183.31613723,14322174.026340013,2.387132485847717,-7557.525198749998
btc,2025-05-22 00:00:00+00:00,868642,1657157.5133333332,2214857125536.5435,915565091046.1201,121658450774825.0,41583.64106495,flash,2025-05-23T03:21:08.542340000Z,38382.45990816,flash,2025-05-23T03:21:08.403934000Z,157394.5776819,14072003.992493616,2.419114869272548,3201.1811567900004
btc,2025-05-23 00:00:00+00:00,809410,1882264.8,2131757821570.904,916788797973.3693,121658450774825.0,39201.36735016,flash,2025-05-24T02:29:01.600736000Z,41201.84333641,flash,2025-05-24T02:29:01.505319000Z,168563.13244291,12646643.37139618,2.325244185229265,-2000.4759862499996
btc,2025-05-24 00:00:00+00:00,644711,1909029.8510638296,2144232082359.298,917309487142.1855,121658450774825.0,16425.98161549,flash,2025-05-25T02:26:14.973341000Z,19059.23477721,flash,2025-05-25T02:26:14.863768000Z,71939.99326759,29805842.132672332,2.3375230632787907,-2633.25316172
btc,2025-05-25 00:00:00+00:00,625162,1467137.9470198676,2164103972791.515,917931218380.3402,121658450774825.0,15116.79954163,flash,2025-05-26T02:49:59.386796000Z,17222.97011856,flash,2025-05-26T02:49:59.264505000Z,63450.91826563,34106740.01173224,2.3575883785824456,-2106.170576929999
btc,2025-05-26 00:00:00+00:00,745729,1441029.614379085,2173238869041.109,920263041701.1608,121658450774825.0,21477.79585951,flash,2025-05-27T01:45:45.546801000Z,30887.5014392,flash,2025-05-27T01:45:45.445632000Z,113007.59944358,19230909.069315437,2.3615409622706873,-9409.705579690002
btc,2025-05-27 00:00:00+00:00,706571,1410039.0921985817,2167213819846.428,922877221658.4119,121658450774825.0,30942.24888829,flash,2025-05-28T02:08:14.847845000Z,34928.3324919,flash,2025-05-28T02:08:14.750951000Z,169119.65761972,12814677.195714252,2.3483230152239982,-3986.083603610001
btc,2025-05-28 00:00:00+00:00,782052,1605054.1280487804,2144001770511.488,924311697481.2794,121658450774825.0,31717.23699442,flash,2025-05-29T02:05:42.018511000Z,34792.05229002,flash,2025-05-29T02:05:41.890771000Z,132411.98169886,16191901.540961128,2.319565765914059,-3074.8152956000013
btc,2025-05-29 00:00:00+00:00,765279,1392705.006289308,2101084126510.376,925785146702.2496,121658450774825.0,30146.55642838,flash,2025-05-30T02:35:56.698068000Z,40468.85319201,flash,2025-05-30T02:35:56.599103000Z,133257.36327083,15767114.663976714,2.269515917375293,-10322.296763629998
btc,2025-05-30 00:00:00+00:00,834229,1411461.264516129,2066326288336.2883,926532652598.1533,121830187367475.45,27698.80810366,flash,2025-05-31T02:53:15.621436000Z,30394.25486981,flash,2025-05-31T02:53:15.481975000Z,149475.88687538,13823810.19126524,2.230171038810086,-2695.4467661499984
btc,2025-05-31 00:00:00+00:00,711975,1060213.1801242237,2080839122058.3977,926745216190.156,126982285146989.3,16370.23398812,flash,2025-06-01T02:34:13.169270000Z,18369.76639188,flash,2025-06-01T02:34:13.071416000Z,70639.41835817,29457195.011257228,2.2453195179282552,-1999.5324037599985
btc,2025-06-01 00:00:00+00:00,689965,1284346.7593984962,2101574335240.2612,927100597665.2272,126982285146989.3,13869.02628617,flash,2025-06-02T02:12:09.758868000Z,15350.45479211,flash,2025-06-02T02:12:09.665584000Z,66897.44663038,31414866.203366835,2.2668244854256177,-1481.4285059400008
btc,2025-06-02 00:00:00+00:00,771787,1439984.2631578948,2104590104579.1655,929928531607.8824,126982285146989.3,24513.46165022,flash,2025-06-03T01:39:20.748625000Z,34484.67130897,flash,2025-06-03T01:39:20.656207000Z,148472.64954368,14174934.649899978,2.2631740322455185,-9971.209658749998
btc,2025-06-03 00:00:00+00:00,864048,1819559.3958333333,2096375961866.664,932116271802.1802,126982285146989.3,27651.32182718,flash,2025-06-04T03:05:23.631078000Z,50112.6038604,flash,2025-06-04T03:05:23.477689000Z,151778.10373376,13812110.642415194,2.249049850630191,-22461.28203322
btc,2025-06-04 00:00:00+00:00,720304,1633305.5952380951,2082482835627.2383,933585250047.0596,126982285146989.3,25656.7552958,flash,2025-06-05T02:17:52.397039000Z,47564.22203957,flash,2025-06-05T02:17:52.264111000Z,162533.52117521,12812635.944694366,2.2306295386760513,-21907.466743769997
btc,2025-06-05 00:00:00+00:00,781431,1386451.3283582088,2020643792695.6504,933572018472.4742,126982285146989.3,31327.03012211,flash,2025-06-06T02:23:27.728878000Z,31624.04943562,flash,2025-06-06T02:23:27.586573000Z,139228.3302279,14513165.455536958,2.1644219757163037,-297.019313509998
btc,2025-06-06 00:00:00+00:00,781673,1554216.962686567,2075379908381.1829,934276201730.4904,126982285146989.3,28055.26251806,flash,2025-06-07T02:41:57.116319000Z,44597.75443938,flash,2025-06-07T02:41:57.008572000Z,141594.76620438,14657179.527282447,2.221377259248508,-16542.491921319997
btc,2025-06-07 00:00:00+00:00,653737,1176610.986013986,2100553227975.266,934885066367.289,126982285146989.3,15274.21807511,flash,2025-06-08T02:12:16.464390000Z,15354.90108264,flash,2025-06-08T02:12:16.369288000Z,65940.84893346,31855113.51385399,2.246857184421021,-80.6830075300004
btc,2025-06-08 00:00:00+00:00,611460,1344055.6274509805,2101448276113.1248,935393539726.4188,126982285146989.3,13038.64509743,flash,2025-06-09T02:15:51.750899000Z,11704.27751709,flash,2025-06-09T02:15:51.627571000Z,50645.92885296,41492935.83328772,2.246592676626514,1334.3675803400001
btc,2025-06-09 00:00:00+00:00,744523,1364984.9714285715,2190350694809.1885,936716160060.3667,126982285146989.3,24343.82062265,flash,2025-06-10T01:59:38.685076000Z,31068.30191444,flash,2025-06-10T01:59:38.564044000Z,116091.21104017,18867498.023181796,2.3383291419548384,-6724.481291789998
btc,2025-06-10 00:00:00+00:00,824315,1425359.6804733728,2187943357305.6516,938228424435.1561,126982285146989.3,30144.75923336,flash,2025-06-11T02:21:42.547887000Z,31767.63425379,flash,2025-06-11T02:21:42.455288000Z,130176.19623534,16807553.305292174,2.3319943207037928,-1622.8750204299977
btc,2025-06-11 00:00:00+00:00,755087,1574597.0070921984,2159600242681.196,939175127347.468,126982285146989.3,21368.55040938,flash,2025-06-12T01:24:14.213513000Z,23364.51356443,flash,2025-06-12T01:24:14.125501000Z,106833.331061,20214667.288134087,2.299464902547622,-1995.963155049998
btc,2025-06-12 00:00:00+00:00,780705,1498937.7364864864,2107037660426.0664,939818612330.2865,126982285146989.3,18942.14972232,flash,2025-06-13T01:36:17.621950000Z,22362.87593228,flash,2025-06-13T01:36:17.492004000Z,93553.47781766,22522280.40664377,2.241962047550487,-3420.726209960001
btc,2025-06-13 00:00:00+00:00,811764,1419464.2551724135,2107599273522.1548,941133175675.2616,126982285146989.3,25710.26546014,flash,2025-06-14T01:39:29.251964000Z,35012.46592781,flash,2025-06-14T01:39:29.115436000Z,130319.2920156,16172580.750898052,2.2394272436628913,-9302.200467670002
btc,2025-06-14 00:00:00+00:00,631338,1084502.476821192,2096562615729.3809,941368308807.7928,126437900590094.58,13286.16160551,flash,2025-06-15T02:17:41.816717000Z,13374.75679273,flash,2025-06-15T02:17:41.727879000Z,57003.91999872,36779270.89534296,2.2271438246998114,-88.5951872200003
btc,2025-06-15 00:00:00+00:00,599893,1138595.8529411764,2097515696363.0132,941764048156.5549,126411437451912.2,12198.45264575,flash,2025-06-16T01:52:05.743016000Z,12559.95977624,flash,2025-06-16T01:52:05.649691000Z,54499.04034158,38487204.237295814,2.2272199713598866,-361.50713049000115
btc,2025-06-16 00:00:00+00:00,722329,1308255.5410958903,2131978316689.5857,943866135905.2456,126411437451912.2,22739.31989653,flash,2025-06-17T03:52:56.828094000Z,30889.27787142,flash,2025-06-17T03:52:56.732737000Z,152290.69686835,13999399.572861673,2.2587719122318575,-8149.95797489
btc,2025-06-17 00:00:00+00:00,712578,1514051.8389830508,2080020784384.478,944087683576.0767,126411437451912.2,20299.75051093,flash,2025-06-18T01:53:51.981378000Z,22966.40704556,flash,2025-06-18T01:43:35.110225000Z,110971.16083087,18743795.854804263,2.2032072026463054,-2666.6565346300013
btc,2025-06-18 00:00:00+00:00,751671,1510508.0642857142,2083743868284.6492,944658432023.252,126411437451912.2,21301.69327016,flash,2025-06-19T02:08:26.515138000Z,22127.63958685,flash,2025-06-19T01:58:04.457261000Z,108694.7499497,19170602.71309268,2.2058172537789402,-825.9463166899986
btc,2025-06-19 00:00:00+00:00,716269,1589539.8346456692,2081724883731.6504,945246901769.2754,126411437451912.2,14439.4053297,flash,2025-06-20T01:35:21.958203000Z,15112.6499724,flash,2025-06-20T01:25:06.018428000Z,64437.38812909,32306164.8551187,2.202308074044105,-673.2446427000014
btc,2025-06-20 00:00:00+00:00,778947,1433467.5629139072,2053249239006.785,945660004056.462,126411437451912.2,18801.34343989,flash,2025-06-21T01:38:16.817855000Z,19517.14917161,flash,2025-06-21T01:29:35.993302000Z,91288.4581329,22491882.11742621,2.1712340906871987,-715.80573172
btc,2025-06-21 00:00:00+00:00,658427,1297361.5957446808,2018963554074.3127,946045276404.8795,126411437451912.2,11705.85883259,flash,2025-06-22T03:02:28.609304000Z,12282.15054755,flash,2025-06-22T02:53:40.904202000Z,50126.83894258,40277096.99362898,2.1341088047568832,-576.2917149599998
btc,2025-06-22 00:00:00+00:00,595271,1421387.925233645,2006094738210.3289,946308942616.4471,126411437451912.2,20216.05603818,flash,2025-06-23T01:57:13.261461000Z,18590.19617813,flash,2025-06-23T01:46:42.296780000Z,72852.80733512,27536272.267208226,2.1199152283858615,1625.8598600499972
btc,2025-06-23 00:00:00+00:00,691705,1472888.2336448599,2097542487005.0583,947619074754.4788,126411437451912.2,18407.58247254,flash,2025-06-24T02:52:52.794581000Z,24364.05753845,flash,2025-06-24T02:42:54.510204000Z,115633.0632116,18139643.0116766,2.2134869832042123,-5956.475065909999
btc,2025-06-24 00:00:00+00:00,757208,1468069.829059829,2106868694059.577,948890479462.9507,126411437451912.2,18525.01127548,flash,2025-06-25T02:26:02.956946000Z,20429.2886137,flash,2025-06-25T02:26:03.027246000Z,118067.21853726,17844654.258495003,2.220349702793956,-1904.2773382199994
btc,2025-06-25 00:00:00+00:00,748961,1590048.7762237762,2133579562773.2737,950341404738.3384,126411437451912.2,20661.659755,flash,2025-06-26T02:08:19.679481000Z,23508.18268656,flash,2025-06-26T02:08:19.737883000Z,127488.99809058,16735401.444267223,2.2450664068043227,-2846.522931560001
btc,2025-06-26 00:00:00+00:00,764181,1536185.0318471335,2127821320993.0576,952410179200.121,126411437451912.2,19376.72539072,flash,2025-06-27T02:48:26.499365000Z,31297.93387562,flash,2025-06-27T02:48:26.570703000Z,111428.82014166,19095789.745309588,2.2341438252792534,-11921.208484900002
btc,2025-06-27 00:00:00+00:00,731987,1592484.8608695653,2129413451733.8088,954583240705.5197,126411437451912.2,26553.11310557,flash,2025-06-28T01:54:05.072509000Z,39211.49543814,flash,2025-06-28T01:54:05.131341000Z,141129.48008335,15088367.437307877,2.2307257878946083,-12658.382332570003
btc,2025-06-28 00:00:00+00:00,636115,1715965.0413793104,2134764370076.9768,954897088641.1091,126411437451912.2,14419.59121709,flash,2025-06-29T02:24:43.737505000Z,14635.22731325,flash,2025-06-29T02:24:43.794542000Z,50219.36453871,42508788.98380846,2.235596270499587,-215.6360961600003
btc,2025-06-29 00:00:00+00:00,545712,1275708.2781065088,2154771519854.225,955489736376.3197,118189070360042.0,9438.66909121,flash,2025-06-30T01:14:14.075142000Z,10875.97594341,flash,2025-06-30T01:14:14.128095000Z,47060.43253461,45787329.26582274,2.2551487868683586,-1437.3068521999994
btc,2025-06-30 00:00:00+00:00,759866,1424645.5310344829,2130802792373.5325,957901297078.9136,116958512019762.1,16801.35848908,flash,2025-07-01T02:24:28.327416000Z,32584.04686498,flash,2025-07-01T02:24:28.385090000Z,134664.36019884,15823064.018031752,2.224449219216365,-15782.688375899997
btc,2025-07-01 00:00:00+00:00,796482,1445821.9552238805,2099293644623.7915,958419018924.5186,116958512019762.1,14860.00855245,flash,2025-07-02T01:36:15.668880000Z,16009.98890095,flash,2025-07-02T01:36:16.425248000Z,80666.92364225,26024218.47564134,2.190371437932748,-1149.9803485000011
btc,2025-07-02 00:00:00+00:00,794995,1360414.045751634,2166178189392.104,959635224503.0952,116958512019762.1,25684.07472727,flash,2025-07-03T02:00:58.229761000Z,28920.84152866,flash,2025-07-03T01:47:44.289679000Z,106718.30233467,20298094.53489,2.2572933277993874,-3236.76680139
btc,2025-07-03 00:00:00+00:00,798168,1508199.5761589403,2180250385703.646,961215989912.5571,116958512019762.1,17711.85782035,flash,2025-07-04T01:54:40.889004000Z,19463.49599509,flash,2025-07-04T01:42:40.786346000Z,108704.20949061,20056724.536430936,2.2682210955541695,-1751.638174740001
btc,2025-07-04 00:00:00+00:00,693948,1273287.3647798742,2149464119255.1885,970261534019.5907,116958512019762.1,18077.90756879,flash,2025-07-05T02:14:34.757227000Z,17766.70742663,flash,2025-07-05T02:02:24.006603000Z,162145.81177682,13256365.339943187,2.215345083660493,311.2001421599998
btc,2025-07-05 00:00:00+00:00,561792,1313457.2420382164,2152766699219.0437,970556508911.4608,116958512019762.1,8606.18459117,flash,2025-07-06T01:48:04.561066000Z,10356.93350028,flash,2025-07-06T01:35:33.782638000Z,44293.30709338,48602528.02258679,2.2180745576921685,-1750.7489091099997
btc,2025-07-06 00:00:00+00:00,613042,1494991.95625,2171420830654.5227,970973402803.0515,116958512019762.1,10762.47368038,flash,2025-07-07T01:54:33.376388000Z,12042.29012959,flash,2025-07-07T01:42:05.092359000Z,43280.52016569,50170857.98279949,2.2363339967768048,-1279.8164492099986
btc,2025-07-07 00:00:00+00:00,686261,1276465.9735099336,2152963631063.5625,972563263153.5591,116958512019762.1,15073.74963598,flash,2025-07-08T01:54:08.823538000Z,26635.83528528,flash,2025-07-08T01:40:55.534819000Z,94463.7765875,22791420.254824486,2.2137003448829926,-11562.085649300001
btc,2025-07-08 00:00:00+00:00,795709,1472611.8873239437,2167078035042.8596,974341082693.7703,116958512019762.1,14990.60420562,flash,2025-07-09T01:26:45.882010000Z,20362.41960209,flash,2025-07-09T01:13:57.840720000Z,94249.65329421,22992954.979665574,2.2241472452865456,-5371.815396470001
btc,2025-07-09 00:00:00+00:00,779022,1463143.1707317072,2216066450892.2695,977002280978.9247,116958512019762.1,19646.55358778,flash,2025-07-10T01:55:40.878704000Z,22940.45476158,flash,2025-07-10T01:42:55.728025000Z,98946.56486534,22396598.14272679,2.2682305804566214,-3293.901173800001
btc,2025-07-10 00:00:00+00:00,829216,1444257.0994152045,2304779478142.8335,978840447549.0776,116958512019762.1,28801.9480592,flash,2025-07-11T01:45:28.248070000Z,34948.55626578,flash,2025-07-11T01:35:12.678170000Z,114100.28834437,20199593.809848223,2.354601798397052,-6146.6082065799965
btc,2025-07-11 00:00:00+00:00,845548,1514532.7066666665,2339537436457.521,982122892124.2928,116958512019762.1,38243.57723847,flash,2025-07-12T01:05:53.619468000Z,38015.79306547,flash,2025-07-12T00:53:21.111197000Z,166341.49818194,14064664.933452722,2.3821229045961796,227.784173
btc,2025-07-12 00:00:00+00:00,673470,1477175.0536912752,2334893219628.712,983770933397.0004,124271203035646.36,14098.87072913,flash,2025-07-13T01:58:53.307943000Z,22654.32301782,flash,2025-07-13T01:46:07.363459000Z,66886.81882354,34908121.819765404,2.37341147249211,-8555.45228869
btc,2025-07-13 00:00:00+00:00,655163,1474870.4306569344,2365126544898.0674,984768066571.3079,126271255279307.0,13818.25755883,flash,2025-07-14T02:47:35.442474000Z,13881.35103031,flash,2025-07-14T02:34:20.190834000Z,55424.12193248,42673234.368590705,2.4017092198498973,-63.0934714799987
