asset,time,PriceUSD
eos,2025-02-14 00:00:00+00:00,0.665686072645602
eos,2025-02-15 00:00:00+00:00,0.646737634214002
eos,2025-02-16 00:00:00+00:00,0.630071255648736
eos,2025-02-17 00:00:00+00:00,0.636785028966771
eos,2025-02-18 00:00:00+00:00,0.613358352964146
eos,2025-02-19 00:00:00+00:00,0.632601356171948
eos,2025-02-20 00:00:00+00:00,0.643384510391919
eos,2025-02-21 00:00:00+00:00,0.620005205974811
eos,2025-02-22 00:00:00+00:00,0.644109854993555
eos,2025-02-23 00:00:00+00:00,0.642391740223346
eos,2025-02-24 00:00:00+00:00,0.56698022249794
eos,2025-02-25 00:00:00+00:00,0.565213936474275
eos,2025-02-26 00:00:00+00:00,0.555203064561321
eos,2025-02-27 00:00:00+00:00,0.560732607306278
eos,2025-02-28 00:00:00+00:00,0.562015441407946
eos,2025-03-01 00:00:00+00:00,0.561345133243377
eos,2025-03-02 00:00:00+00:00,0.63907797033377
eos,2025-03-03 00:00:00+00:00,0.553768777200684
eos,2025-03-04 00:00:00+00:00,0.535514881883906
eos,2025-03-05 00:00:00+00:00,0.555563703236111
eos,2025-03-06 00:00:00+00:00,0.544281778171633
eos,2025-03-07 00:00:00+00:00,0.544595011590375
eos,2025-03-08 00:00:00+00:00,0.534702852983557
eos,2025-03-09 00:00:00+00:00,0.480641386675819
eos,2025-03-10 00:00:00+00:00,0.461802971188388
eos,2025-03-11 00:00:00+00:00,0.486226313974471
eos,2025-03-12 00:00:00+00:00,0.496970111306351
eos,2025-03-13 00:00:00+00:00,0.496478332704441
eos,2025-03-14 00:00:00+00:00,0.504036663590379
eos,2025-03-15 00:00:00+00:00,0.504183216093764
eos,2025-03-16 00:00:00+00:00,0.475955335618677
eos,2025-03-17 00:00:00+00:00,0.500078710189247
eos,2025-03-18 00:00:00+00:00,0.569859648972554
eos,2025-03-19 00:00:00+00:00,0.577985938855755
eos,2025-03-20 00:00:00+00:00,0.554831945883075
eos,2025-03-21 00:00:00+00:00,0.551019587930617
eos,2025-03-22 00:00:00+00:00,0.549602003281962
eos,2025-03-23 00:00:00+00:00,0.560519993491456
eos,2025-03-24 00:00:00+00:00,0.570153744423074
eos,2025-03-25 00:00:00+00:00,0.570933728887113
eos,2025-03-26 00:00:00+00:00,0.578265029583218
eos,2025-03-27 00:00:00+00:00,0.581437862650991
eos,2025-03-28 00:00:00+00:00,0.570573502031256
eos,2025-03-29 00:00:00+00:00,0.54421775061234
eos,2025-03-30 00:00:00+00:00,0.591434900572349
eos,2025-03-31 00:00:00+00:00,0.616092630312438
eos,2025-04-01 00:00:00+00:00,0.689074923179096
eos,2025-04-02 00:00:00+00:00,0.798718121111635
eos,2025-04-03 00:00:00+00:00,0.852140568517532
eos,2025-04-04 00:00:00+00:00,0.784513535455156
eos,2025-04-05 00:00:00+00:00,0.750048168265484
eos,2025-04-06 00:00:00+00:00,0.718804316636811
eos,2025-04-07 00:00:00+00:00,0.769503767910096
eos,2025-04-08 00:00:00+00:00,0.666815373375553
eos,2025-04-09 00:00:00+00:00,0.707040452535946
eos,2025-04-10 00:00:00+00:00,0.619268510105904
eos,2025-04-11 00:00:00+00:00,0.616729670363034
eos,2025-04-12 00:00:00+00:00,0.702288886670418
eos,2025-04-13 00:00:00+00:00,0.606942839088504
eos,2025-04-14 00:00:00+00:00,0.612385374579667
eos,2025-04-15 00:00:00+00:00,0.588297588719089
eos,2025-04-16 00:00:00+00:00,0.598795164587634
eos,2025-04-17 00:00:00+00:00,0.624041837072134
eos,2025-04-18 00:00:00+00:00,0.621384930762041
eos,2025-04-19 00:00:00+00:00,0.637718709363437
eos,2025-04-20 00:00:00+00:00,0.654584832782011
eos,2025-04-21 00:00:00+00:00,0.629784000503196
eos,2025-04-22 00:00:00+00:00,0.668667763625745
eos,2025-04-23 00:00:00+00:00,0.681615222352069
eos,2025-04-24 00:00:00+00:00,0.683453593586292
eos,2025-04-25 00:00:00+00:00,0.683857593960643
eos,2025-04-26 00:00:00+00:00,0.679594945049328
eos,2025-04-27 00:00:00+00:00,0.668952671957225
eos,2025-04-28 00:00:00+00:00,0.69044415706803
eos,2025-04-29 00:00:00+00:00,0.680563401393968
eos,2025-04-30 00:00:00+00:00,0.674096237349089
eos,2025-05-01 00:00:00+00:00,0.702867359267702
eos,2025-05-02 00:00:00+00:00,0.721956321872509
eos,2025-05-03 00:00:00+00:00,0.726854244870848
eos,2025-05-04 00:00:00+00:00,0.691485779662297
eos,2025-05-05 00:00:00+00:00,0.704887638995421
eos,2025-05-06 00:00:00+00:00,0.687526962481376
eos,2025-05-07 00:00:00+00:00,0.821673051164045
eos,2025-05-08 00:00:00+00:00,0.854247743403154
eos,2025-05-09 00:00:00+00:00,0.854458373083828
eos,2025-05-10 00:00:00+00:00,0.940036074507173
eos,2025-05-11 00:00:00+00:00,0.925552723848983
eos,2025-05-12 00:00:00+00:00,0.882778576072008
eos,2025-05-13 00:00:00+00:00,0.886789812022978
eos,2025-05-14 00:00:00+00:00,0.796036989959165
