asset,time,PriceUSD
omg,2025-04-02 00:00:00+00:00,0.199856589990787
omg,2025-04-03 00:00:00+00:00,0.200740874965291
omg,2025-04-04 00:00:00+00:00,0.20393954947606
omg,2025-04-05 00:00:00+00:00,0.201827718103738
omg,2025-04-06 00:00:00+00:00,0.188090292225497
omg,2025-04-07 00:00:00+00:00,0.184100184978638
omg,2025-04-08 00:00:00+00:00,0.182896839749988
omg,2025-04-09 00:00:00+00:00,0.196605726331876
omg,2025-04-10 00:00:00+00:00,0.191432603219999
omg,2025-04-11 00:00:00+00:00,0.19567741043348
omg,2025-04-12 00:00:00+00:00,0.203699451988341
omg,2025-04-13 00:00:00+00:00,0.193435261522211
omg,2025-04-14 00:00:00+00:00,0.188850235187771
omg,2025-04-15 00:00:00+00:00,0.186979318634056
omg,2025-04-16 00:00:00+00:00,0.180425212594931
omg,2025-04-17 00:00:00+00:00,0.182067147699643
omg,2025-04-18 00:00:00+00:00,0.184542480977049
omg,2025-04-19 00:00:00+00:00,0.191457801910354
omg,2025-04-20 00:00:00+00:00,0.189520698413162
omg,2025-04-21 00:00:00+00:00,0.189503988692686
omg,2025-04-22 00:00:00+00:00,0.201496692410916
omg,2025-04-23 00:00:00+00:00,0.203253479966834
omg,2025-04-24 00:00:00+00:00,0.201916594202336
omg,2025-04-25 00:00:00+00:00,0.206567101889389
omg,2025-04-26 00:00:00+00:00,0.211882119074757
omg,2025-04-27 00:00:00+00:00,0.205476794720341
omg,2025-04-28 00:00:00+00:00,0.21097386522764
omg,2025-04-29 00:00:00+00:00,0.204412245245958
omg,2025-04-30 00:00:00+00:00,0.204103705678763
omg,2025-05-01 00:00:00+00:00,0.205826385496527
omg,2025-05-02 00:00:00+00:00,0.208659692268058
omg,2025-05-03 00:00:00+00:00,0.201338765303754
omg,2025-05-04 00:00:00+00:00,0.192495034928359
omg,2025-05-05 00:00:00+00:00,0.193366305983983
omg,2025-05-06 00:00:00+00:00,0.19444587359908
omg,2025-05-07 00:00:00+00:00,0.192827684857173
omg,2025-05-08 00:00:00+00:00,0.206705320147496
omg,2025-05-09 00:00:00+00:00,0.210836593306756
omg,2025-05-10 00:00:00+00:00,0.221477968047229
omg,2025-05-11 00:00:00+00:00,0.2151161634441
omg,2025-05-12 00:00:00+00:00,0.213608375648362
omg,2025-05-13 00:00:00+00:00,0.216254289966964
omg,2025-05-14 00:00:00+00:00,0.216055604269746
omg,2025-05-15 00:00:00+00:00,0.202514932649389
omg,2025-05-16 00:00:00+00:00,0.204664304970131
omg,2025-05-17 00:00:00+00:00,0.200980635838407
omg,2025-05-18 00:00:00+00:00,0.206028068943021
omg,2025-05-19 00:00:00+00:00,0.204613182378128
omg,2025-05-20 00:00:00+00:00,0.206362467830704
omg,2025-05-21 00:00:00+00:00,0.210012784090165
omg,2025-05-22 00:00:00+00:00,0.210465919987291
omg,2025-05-23 00:00:00+00:00,0.201713836021174
omg,2025-05-24 00:00:00+00:00,0.201537042100041
omg,2025-05-25 00:00:00+00:00,0.198352888273288
omg,2025-05-26 00:00:00+00:00,0.198115653827781
omg,2025-05-27 00:00:00+00:00,0.202121669692642
omg,2025-05-28 00:00:00+00:00,0.197763748381915
omg,2025-05-29 00:00:00+00:00,0.197266806766314
omg,2025-05-30 00:00:00+00:00,0.180032275682421
omg,2025-05-31 00:00:00+00:00,0.209783440158864
omg,2025-06-01 00:00:00+00:00,0.230446933380541
omg,2025-06-02 00:00:00+00:00,0.233409569089257
omg,2025-06-03 00:00:00+00:00,0.233859711026904
omg,2025-06-04 00:00:00+00:00,0.215900322110109
omg,2025-06-05 00:00:00+00:00,0.198238923080623
omg,2025-06-06 00:00:00+00:00,0.204703015578067
omg,2025-06-07 00:00:00+00:00,0.20824412685944
omg,2025-06-08 00:00:00+00:00,0.207946653547897
omg,2025-06-09 00:00:00+00:00,0.209619801026373
omg,2025-06-10 00:00:00+00:00,0.209032537976725
omg,2025-06-11 00:00:00+00:00,0.205638829998661
omg,2025-06-12 00:00:00+00:00,0.192117897768459
omg,2025-06-13 00:00:00+00:00,0.178651267038993
omg,2025-06-14 00:00:00+00:00,0.198189677700511
omg,2025-06-15 00:00:00+00:00,0.189944016958348
omg,2025-06-16 00:00:00+00:00,0.189061795490742
omg,2025-06-17 00:00:00+00:00,0.176257449469593
omg,2025-06-18 00:00:00+00:00,0.184427082324766
omg,2025-06-19 00:00:00+00:00,0.184842392673146
omg,2025-06-20 00:00:00+00:00,0.184487154135564
omg,2025-06-21 00:00:00+00:00,0.177721472532334
omg,2025-06-22 00:00:00+00:00,0.180270842531487
omg,2025-06-23 00:00:00+00:00,0.187676246854233
omg,2025-06-24 00:00:00+00:00,0.186307693306246
omg,2025-06-25 00:00:00+00:00,0.184504634755601
omg,2025-06-26 00:00:00+00:00,0.184008127950889
omg,2025-06-27 00:00:00+00:00,0.183855938486576
omg,2025-06-28 00:00:00+00:00,0.185408249555846
omg,2025-06-29 00:00:00+00:00,0.188050596693007
omg,2025-06-30 00:00:00+00:00,0.186091517032395
